title,pageid,wikitext
"Mal adama hem dost,hem düşmandır",181607,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mal adama hem [[dost]], hem [[düşman]]dır

:[1] ""Mal insanı rahat ve huzurlu yaşattığı için dosttur.Aynı zamanda,zengin olmanın getirdiği tehditlerden dolayı düşmanıdır"" anlamında bir söz."
"Mal canı kazanmaz, can malı kazanır",231651,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mal]] canı kazanmaz, can malı kazanır

:[1] İnsan mal kazanacağım diye sağlığını, canını tehlikeye düşürmemelidir. Tam tersine,sağlığını korumak, canını kurtarmak için malını harcamaktan çekinmemelidir. Malı kazananinsandır. Can sağ olmalıdır ki mal kazanılabilsin.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Mal canı kazanmaz,can malı kazanır",181609,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mal [[can]]ı kazanmaz,can [[mal]]ı kazanır

:[1] ""İnsanlar fazla kazanacağım diyerek sağlıklarını tehlikeye atmamalıdırlar. Kişi sağlıklı olursa mal kazanması çok kolay olur. Ama sağlığını kaybederse mal da kazanamaz olur"" anlamında bir söz."
Mal canın yongasıdır,181608,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mal [[can]]ın [[yonga]]sıdır

:[1] ""Bir can ihtiyacını karşılamadan yaşamaz.aduma can ihtiyaçlarını karşılayarak güzel yaşar.\"
"Mal istersen bedeninden, evlat istersen belinden",231652,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mal]] istersen bedeninden, evlat istersen belinden

:[1] Kişinin gerçek malı, babadan kalan değil, kendi emeğiyle kazandığı maldır. Gerçek evlat da kendisinden doğmuş olandır; üvey ya da edinilen evlat, öz çocuğunun yerini tutmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mal malamatı örter,231653,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mal]] malamatı örter

:[1] Zenginlik, bir kişinin ayıplarını, kusurlarını kapatır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mal melameti örter,181610,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mal [[melamet]]i örter

:[1] ""Zengin olmak,insanların kusurlarını görmezden gelmelerine yardımcı olur"" anlamında bir sözr."
Malı mala canı cana ölçmeli,231648,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Malı]] mala canı cana ölçmeli

:[1] Malımız ve canımız bizim için ne değerde ise başkalarının mal ve canları da kendileri için o değerdedir. Öyleyse bizim malımıza ve canımıza gelmesini istemediğimiz bir zararın başkasının malına ve canına gelmesini nasıl hoş görebilir, buna nasıl izin verebiliriz?

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Malı ongun olanın adı angın olur,231649,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Malı]] ongun olanın adı angın olur

:[1] Malından çok ürün alan kişinin adı her yerde anılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Malın iyisi boğazdan geçer,231647,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Malın]] iyisi boğazdan geçer

:[1] Malın işe yaraması, sahibinin onu kullanabilmesi, yiyebilmesi ile olur. Kişi malını yiyemedikten sonra o mal neye yarar?

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Malını yemesini bilmeyen zengin her gün züğürttür,181606,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Malını yemesini bilmeyen [[zengin]] her [[gün]] [[züğürt]]tür

:[1] ""Züğürt kimse parası olmadığı için zorluk içindedir. Parasını yiyemeyen kimseler ise paraları olduğu halde bu yokluğu çekenlerdir"" anlamında bir söz."
Marifet iltifata tâbidir,380163,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Marifet]] [[iltifat]]a tâbidir

:[1] Kişilerin başarıları takdir edildiği ve karşılığı verildiği müddetçe daha iyi sonuçlar elde edilir ve başarıların devamı sağlanır. Çok kaliteli bir mal üreten kişi, eğer o mala alıcı bulamıyorsa başarısının bir anlamı yoktur. Kişilerin yararına kullanılmayan başarıların devamı olmaz.

====Kaynakça====
*İskender Pala, Sözün Özünden Dünden Bugüne Atasözleri, Kapı yayınları, 2010."
"Mart ayı, dert ayı",181611,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mart]] [[ay]]ı, [[dert]] ayı

:[1] ""Kış ile ilkbahar arasındaki geçiş dönemi olduğu için insanlar hastalıklara daha kolay yakalanırlar"" anlamında bir söz."
Mart ayların çingenesidir,231658,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mart]] ayların çingenesidir

:[1] Öteki aylardan her birinin bir kişiliği, bir soyluluğu vardır. Mart ise soysuz, güvenilmez, neyapacağı bilinmez kişilere benzer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mart çıkmadıkça dert çıkmaz,231657,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mart]] çıkmadıkça dert çıkmaz

:[1] Kış hastalıkları, mart sona ermedikçe bitmez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Mart dokuzunda çıra yak, bağ buda",231659,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mart]] dokuzunda çıra yak, bağ buda

:[1] Martın dokuzu (yeni takvime göre 22'si) olunca bağların her halde budanması gerektir. Bu iş,gündüz yetiştirilemezse gece çıra ışığında yapılmaya değecek kadar önemlidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Mart yağar, nisan övünür; nisan yağar, insan övünür",231661,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mart]] yağar, [[nisan]] övünür; nisan yağar, [[insan]] övünür

:[1] Martta yağan yağmurla ekinler nisanda gelişir. Nisanda yağan yağmurla başaklar olgunlaşır,dolgunlaşır. Bu da karnı doyanları sevindirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Martta sürmez, eylülde ekmezsen sabanı bırak",231654,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Martta]] sürmez, eylülde ekmezsen sabanı bırak

:[1] Çiftçi, işlerini zamanında yapmazsa ürün alamaz. Bu gibi kimseler üstesinden gelemedikleriçiftçiliği bırakmalıdırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Martta tezek kuruya, nisanda seller yürüye",231655,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Martta]] tezek kuruya, nisanda seller yürüye

:[1] Mart ayının kurak, nisan ayının yağışlı olması, çiftçinin yüzünü güldürür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Martta yağmasın, nisanda dinmesin",231656,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Martta]] yağmasın, nisanda dinmesin

:[1] Ekin için, martta yağmur yağması zararlı, nisanda çok yağması yararlıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Maşa varken elini ateşe sokma,231645,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Maşa]] varken elini ateşe sokma

:[1] Başka birine yaptırabileceğin tehlikeli işe kendin girişme.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mayasız yoğurt tutmaz,231662,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mayasız]] yoğurt tutmaz

:[1] Çok para kazanabilmek için, az da olsa, elde bir sermaye olması gerekir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Maymun yoğurdu yemiş, artığını ayının yüzüne sürmüş",231663,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Maymun]] yoğurdu yemiş, artığını ayının yüzüne sürmüş

:[1] Kurnaz kimse, işlediği suçu başkasının, hele bön birinin üstüne yıkmasını bilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Mazlumun ahı, indirir şahı",231664,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü||baş=[[mazlum|Mazlumun]] [[ah]]ı, [[indirmek|indirir]] [[şah]]ı}}

:[1] Güçlü kimse zulmetmemelidir. Zulmeden her halde yıkıma uğrar. Zulüm gören kimsenin bedduası, padişahı tahtından indirir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Meramın elinden bir şey kurtulmaz,231665,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Meramın]] elinden bir şey kurtulmaz

:[1] Bir işi yapmaya azmeden ve ona dört elle sarılan kişi her halde başarıya ulaşır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Merdiven ayak ayak çıkılır,231666,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Merdiven]] ayak ayak çıkılır

:[1] En yüksek yere, yavaş yavaş yükselerek çıkılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Merhametten maraz doğar,231667,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Merhamet]]ten [[maraz]] doğar

:[1] Kimi kişiler, kendilerine acıyıp iyilik edenlerin başını derde sokarlar ya da bu iyiliği kötüye kullanırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Meyhaneciden kefil istemişler, bozacıyı göstermiş",397036,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Meyhaneci]]den [[kefil]] istemişler, [[bozacı]]yı göstermiş.

:[1] ""Toplumda uygunsuz işleri yapanlar kendi haklılıklarını, benzer kişileri göstererek savunmaya çalışırlar."" anlamında bir söz.

====Eş anlamlılar====
:[1] [[Bozacının şahidi şıracı]]"
Meyhaneciden şahit istemişler bozacıyı göstermiş,231668,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Meyhaneci]]den [[şahit]] istemişler [[bozacı]]yı göstermiş

:[1] Uygunsuz iş yapan kimse, haklı olduğunu göstermek için kendisine benzeyen birini tanık gösterir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Meyil verme evliye, eve gider unutur",231669,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Meyil]] verme evliye, eve gider unutur

:[1] Evlenmek isteyenlere öğüt...

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Meyve veren ağaç taşlanır,17407,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü|baş=[[meyve|Meyve]] [[vermek|veren]] [[ağaç]] [[taşlamak|taşlanır]]}}
# Toplumda bir [[konum]] edinmiş, bilgili, becerikli ve başarılı kişiler [[kıskanmak|kıskanılır]], eleştiri ve saldırılara [[maruz kalmak|maruz kal]]ır.

====Çeviriler====
{{Üst|tip=çeviriler}}
*Almanca: [[Auf einen Friuchten wirft man Steine]]
*İngilizce: [[The tree bearing fruit, gets stoned]]
{{Alt}}"
Meyveli ağacı taşlarlar,231670,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}


:[1] Çoğu zaman, bilgili, becerikli kimseleri küçük görürler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mezar taşı ile övünülmez,231671,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mezar]] taşı ile övünülmez

:[1] Kişi, geçmişteki atalarıyla değil, ancak kendi değeri ile övünebilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mısıra yağmur geliyor demişler; çapan birlik mi? demiş,231643,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mısıra]] yağmur geliyor demişler; çapan birlik mi? demiş

:[1] Mısır bol su ister; ama çapalanmazsa sudan gereği gibi yararlanamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mızrak çuvala sığmaz,231644,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mızrak]] çuvala sığmaz

:[1] Herkesin gözü önündeki gerçekler örtbas edilemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Minare de doğru, ama içi eğri",231674,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Minare]] de doğru, ama içi eğri

:[1] Doğru görünen nice kişiler vardır ki iç yüzlerini bilenlerden nasıl düzenbaz ve hain oldukları öğrenilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Minareyi çalan kılıfını hazırlar,231672,"Kötü bir iş yapan kimse bu işten kurtulma yollarını iyice düşünür ve tüm tedbirleri alır

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Minareyi]] çalan [[kılıf]]ını hazırlar

:[1]Herhangi bir suç işleyen kimse suçunun ortaya çıkmaması için gerekli önlemleri alır."
Minareyi yaptırmayan yerden bitmiş sanır,231673,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Minareyi]] yaptırmayan yerden bitmiş sanır

:[1] Değerli, önemli hiçbir iş yapmamış olanlar, yapılmış olan büyük, önemli işleri kendiliğinden oluvermiş sanırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}
Bana sexü yapmak isteyen kız bulun"
"Miras helal, hele al demişler",231676,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Miras]] helal, hele al demişler

:[1] Miras, mirasçının hakkıdır. Ama alabilirse...

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mirasa nereye gidiyorsun? demişler; esip savurmaya demiş,231675,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mirasa]] nereye gidiyorsun? demişler; esip savurmaya demiş

:[1] Kişi kendisinin kazandığı malı elden çıkarmaya kıyamaz, ama miras kalan malı har vurupharman savurur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Miri malı balık kılçığıdır, yutulmaz",231677,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Miri]] malı balık kılçığıdır, yutulmaz

:[1] Devlet malını kendine mal etmek çok zordur. Birçok engeller buna olanak vermez. Verse de bu mal rahatça kullanılamaz ve günün birinde hesabı sorulur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafir ev sahibinin kuzusudur,231681,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafir]] ev sahibinin kuzusudur

:[1] Konuk; yemek, gezmek, eğlenmek, yatmak vb. konularda ev sahibinin çizdiği programa uymak zorundadır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafir kısmeti ile gelir,231682,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafir]] kısmeti ile gelir

:[1] Ev sahibi konuğu yük saymaz. Konuğun geldiği o evde yiyecek bulunur; ya da beklenmedik bir yerden o sırada yiyecek gelir. Misafirin kısmetini Tanrı'nın göndermiş olduğuna inanılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Misafir misafiri istemez , ev sahibi ikisini de",231683,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafir]] misafiri istemez , ev sahibi ikisini de

:[1]( Misafir, gittiği yere başka bir misafirin gelmesini istemez. İster ki bütün ağırlamalar yalnız kendisi için olsun. Ev sahibi ise her misafire ayrı ayrı hizmet etmeyi borç bilir, ama hiç misafir gelmese de rahatım bozulmasa diye düşünür.)

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Misafir on kısmetle gelir; birini yer, dokuzunu bırakır",231684,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafir]] on kısmetle gelir; birini yer, dokuzunu bırakır

:[1] Türkler inanırlar ki konuk, ev sahibine fazla bir gider yüklemez. Tanrı, konuğun yediğindenkat kat fazlasını, konuk ağırlıyor diye, ev sahibine verir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafir umduğunu değil bulduğunu yer,231685,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Konuk, ev sahibinin kendisini çok şeylerle ağırlamasını bekleyebilir. Fakat ev sahibi ona ancak evinde bulunanı ikram eder.

===Kaynakça===
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafir üç gün misafirdir,231680,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafir]] üç gün misafirdir

:[1] Geleneğe göre konukluk hakkı üç gündür. Konuk bir yerde üç gün kalırsa ne ev sahibi bunu fazla bulur, ne de konuk uzun kaldım diye üzülür. Ama üç günden sonrası, her ikisi için de sıkıcı olur. Konuk, senli benli bir arkadaş ise, üç günden sonra konukluğu bırakıp ev sahibine yardımcı olmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafirin umduğu ev sahibine iki övün olur,231678,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafirin]] umduğu ev sahibine iki övün olur

:[1] Konuk, ne denli gerçekleşebileceğini düşünmeden ev sahibinin kendisine çok şeyler ikram edeceğini umar. Ama bakar ki sofrada umdukları yok.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misafirin yüzsüzü sahibini ağırlar,231679,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misafirin]] yüzsüzü ev sahibini ağırlar

:[1] Kendisinin ağırlanması gereken yüzsüz konuk, ev sahibine yol gösterir gibi ağırlama işini üzerine alır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Misk yerini belli eder,231687,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Misk]] yerini belli eder

:[1] Değerli kişi, nerede olsa varlığını gösterir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Miskçiyle konuş, miskine bulaş; pisçiyle konuş, pisine bulaş",231686,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Miskçiyle]] konuş, miskine bulaş; pisçiyle konuş, pisine bulaş

:[1] Bir kişi, arkadaşlık ettiği kimse iyi ise iyi, kötü ise kötü huylar kapar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Miyancının kesesi bol olur,231688,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Miyancının]] kesesi bol olur

:[1] İki kişi arasında uzlaştırıcılık yapan kimse, anlaşmalarını kolay sağlasın diye, birinin zararına bol keseden öneride bulunur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mum dibine ışık vermez,231689,"== Türkçe ==

===Atasözü===
{{başlık başı|tr|atasözü}}
# Bir kimse, başkalarına bol bol yaptığı yardımı kendi yakınlarına yapmaz.

===Kaynakça===
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mum yanmayınca pervane dönmez,231690,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Mum]] yanmayınca pervane dönmez

:[1] Güzel yoluna baş koyanların ortaya çıkması için güzelin görünmesi gerekir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Müft olsun da zift olsun,231642,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Müft]] olsun da zift olsun

:[1] Birçok kimse, bedava bulunca yenmeyecek şeyleri yer; işe yaramayan şeyleri alır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Mühür kimde ise Süleyman odur,181604,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mühür [[kimde]] ise [[hükümdar]] ([[Süleyman]]) odur

:[1] ""Bir konuda yetkili kim ise onun sözü geçer"" anlamında bir söz."
Mürüvvete endaze olmaz,181605,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Mürüvvete [[endaze]] olmaz

:[1] ""Yardımseverliğin ölçüsü olmaz"" anlamında bir söz."
Namaza meyli olmayanın ezanda kulağı olmaz,127340,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü|baş=[[namaz|Namaza]] [[meyil|meyli]] [[olmamak|olmayanın]] [[ezan]]da [[kulağı olmak|kulağı olmaz]]}}

# ""Bir işin bütününü istemeyenler, o işin ayrıntılarıyla hiç ilgilenmezler"" anlamında bir söz."
Namazda meyli olmayanın kulağı ezanda olmaz,231691,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Namazda]] meyli olmayanın kulağı ezanda olmaz

:[1] Kişi yapmak istemediği işin ayrıntılarıyla ilgilenmez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Nasihat isteyen tembele iş bulursun,181613,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Nasihat isteyen [[tembel]]e [[iş]] buyur.

:[1] ""Tembel kimseler kendisine söylenen işi başka türlü yorumlayıp, bu yorum üstüne fikirler ileri sürerek o görevi yapmak istemezler. Veya kendisine önerilen işi başka bir biçimde yapmayı öğrenirler"" anlamında bir söz."
Ne dilersen eşine o gelir başına,410358,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] [[dilemek|dilersen]] [[eş]]ine o [[gelir]] [[başına]]

:[1] Kim başkaları için iyi niyet besler, iyilik diler, hayır isterse, başkaları da onun için aynı şeyleri düşünür. Unutulmamalıdır ki, iyilik ve kötülük karşılıklıdır. İyilik isteyen iyilik bulur, kötülük isteyen de kötülük."
"Ne doğrarsan aşına, o çıkar karşına",231698,"==Türkçe==
===Atasözü===             ===asel düzenledi===
{{başlık başı|tr|atasözü}}
[[Ne]] doğrarsan aşına, o çıkar karşına

:[1] Şimdi iyi çalışırsanız geleceğiniz iyi, kötü çalışırsanız geleceğiniz kötü olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ne doğrarsan aşına, o çıkar kaşığına",181616,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Kişi çok çalışırsa gelecek günleri de başarılı olur."
Ne ekersen onu biçersin,181617,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
# ""Bir birey çevresindeki insanlara nasıl davranırsa aynı davranışlardan karşılık görür"" anlamında bir atasözüdür.
# ""İyilik yaparsan iyilik bulursun,  kötülük yaparsan kötülük bulursun"" anlamında bir sutyrofözdür.
# ""Nasıl davranırsan karşılığını öyle görürsün""anlamında bir sözdür."
"Ne idik, ne olduk",181618,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Ne idik, [[ne]] [[olmak|olduk]]

:[1] ""İçinde yaşadığımız toplum çok hızlı değişiyor. Biz bu toplumda bulunduğumuz ortamdan çok değişik ortamlara geldik. Bundan sonra da nerelere geleceğimiz, neler olacağı belli değil"" anlamında bir söz."
"Ne karanlıkta yat, ne kara düş gör",231699,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] karanlıkta yat, ne kara düş gör

:[1] Tehlikelere karşı önlem almış olan kişi, kendini ileride üzülmekten kurtarmış olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ne oldum dememeli, ne olacağım demeli",231700,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] oldum dememeli, ne olacağım demeli.

:[1] ''Kişi, bugün içinde bulunduğu parlak durumun sürüp gideceğini sanmamalı;'' çevresine tepeden bakmamalı; ''yarın kötü bir duruma düşebileceğini aklından(hatırdan) çıkarmamalıdır.''

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ne oldum dememeli,ne olacağım demeli",181619,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Ne [[olmak|oldum]] [[demek|dememeli]], [[ne]] olacağım demeli

:[1] ""Esas olan başarının niteliğinden çok devamlılığıdır"" anlamında bir söz."
Ne şiş yansın ne kebap,177347,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] [[şiş]] [[yanmak|yansın]] [[ne]] [[kebap]]

:[1] Karşılıklı olarak her iki tarafın da zarar görmesinin istenmediğini bir orta yolun bulunması gerektiğini anlatmak için kullanılır."
"Ne verirsen elinle, o gelir seninle",181620,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Ne verirsen [[el]]inle, o gelir [[sen]]inle

:[1] İnsanlar yaşamları boyunca daima iyilik yapmalıdır. Bu iyiliklerin karşılığı, bir gün mutlaka sahibini bulacaktır."
"Ne verirsen elinle, o gider seninle",231701,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] verirsen elinle, o gider seninle

:[1] Bu dünyada yoksullara ve hayır işlerine yardım edersen öbür dünyada karşılığını görürsün.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ne yavuz ol asıl, ne yavaş ol basıl",231702,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ne]] yavuz ol asıl, ne yavaş ol basıl

:[1] Cezaya çarpılacak ölçüde aşırı ve saldırgan olma. Ama herkes seni ezecek ölçüde yumuşak ve miskin de olma.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Nefesin elverirse borazancı başı ol,231692,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nefesin]] elverirse borazancı başı ol

:[1] Başarabileceğinize inanıyorsanız büyük işlere girişiniz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Nerde birlik, orda dirlik",231694,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nerde]] birlik, orda dirlik

:[1] Aralarında duygu ve düşünce birliği bulunan topluluklar, dirlik ve düzenlik içinde yaşarlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Nerde çokluk, orda bokluk",231693,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nerde]] çokluk, orda bokluk

:[1] Birlikte iş yapmak üzere toplanan kişiler çok olursa her kafadan bir ses çıkar, anlaşmazlıklar belirir, iş yapmak güçleşir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Nerde hareket, orda bereket",231695,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nerde]] hareket, orda bereket

:[1] Durmadan çalışılan yerde verim artar, bolluk olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Nerede hareket, orada bereket",181615,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Nerede [[hareket]], orada [[bereket]]

:[1] ""Çalışmanın çok olduğu yerde,bu çalışmaların sonucu olan ürünler de çok olur"" anlamında bir söz."
Neren ağrırsa canın orda,231696,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Neren]] ağrırsa canın orada

:[1] Can dediğimiz yaşam simgesinin bedenimizde belli bir yeri yoktur. Ancak bedenimizin bir yeri ağrıyınca can orada kendini gösterir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
